material_description,vendor,material_price,link,dow,location,zip,region,date,raw_material,steel_price,copper_price,target_price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Saturday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-05,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-05,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,200.02,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,Friday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-10-21,copper,1580.45,7543.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-21,copper,1580.45,7543.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Friday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-10-21,copper,1580.45,7543.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-08,copper,1624.27,7973.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Tuesday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-08,copper,1624.27,7973.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-20,copper,1500.53,7585.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,149.0,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,Thursday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-10-20,copper,1500.53,7585.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,200.02,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,Thursday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-10-20,copper,1500.53,7585.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-27,copper,1549.92,7775.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,200.02,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,Thursday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-10-27,copper,1549.92,7775.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,ebay,161.21,https://www.ebay.com/b/12-2-Romex/92078/bn_7023251333,Friday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-28,copper,1515.46,7619.25,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-28,copper,1515.46,7619.25,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Wednesday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,supplyworks,150.0,https://www.supplyworks.com/Sku/2487704/southwire-250-ft-122-solid-romex-simpull-cu-nm-b-wg-wire-032886163050-28828255,Wednesday,"6260 Abbott Dr. Omaha, Nebraska, 68110",68110,central,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,supplyworks,150.0,https://www.supplyworks.com/Sku/2487704/southwire-250-ft-122-solid-romex-simpull-cu-nm-b-wg-wire-032886163050-28828255,Wednesday,"6260 Abbott Dr. Omaha, Nebraska, 68110",68110,central,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Wednesday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-04,copper,1637.04,7902.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Friday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-04,copper,1637.04,7902.35,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-26,copper,1569.01,7762.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Monday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,200.02,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,Monday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-10-31,copper,1527.6,7522.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-25,copper,1549.37,7534.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Sunday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Sunday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-11,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Friday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-11,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Thursday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,ebay,227.29,https://www.ebay.com/itm/313961378086,Saturday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-22,copper,1545.64,7540.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,159.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-22,copper,1545.64,7540.0,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Thursday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149.0,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-12,copper,1700.39,8440.5,high price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,118.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,Saturday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-12,copper,1700.39,8440.5,low price
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,lowes,149.0,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,Saturday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-12,copper,1700.39,8440.5,high price
