material_description,vendor,material_price,link,dow,location,zip,region,date,raw_material,steel_price,copper_price,target_price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),amazon,8.63,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,Thursday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-10,steel,1630.76,8062.5,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),lowes,5.99,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,Thursday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-10,steel,1630.76,8062.5,about average
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-10,steel,1630.76,8062.5,low price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),amazon,20.0,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,Thursday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-03,steel,1519.22,7509.5,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),lowes,5.99,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,Thursday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-03,steel,1519.22,7509.5,about average
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-03,steel,1519.22,7509.5,low price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,11.91,https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-12,steel,1700.39,8440.5,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),gordonelectricsupply,8.35,https://www.gordonelectricsupply.com/p/Allied-898303-Emt-Conduit-3-4-Emt-Conduit-X-10/1673,Saturday,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",60901,central,2022-11-12,steel,1700.39,8440.5,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),ebarnett,10.47,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,Saturday,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",32219,southeast,2022-11-12,steel,1700.39,8440.5,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-24,steel,1545.64,7540.0,low price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),lowes,5.99,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,Monday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-10-24,steel,1545.64,7540.0,about average
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),lowes,5.99,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,Monday,"1000 Lowe's Blvd. Mooresville, NC, 28117",28117,east,2022-11-07,steel,1600.95,7953.85,about average
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-07,steel,1600.95,7953.85,low price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),dkhardware,6.45,https://www.dkhardware.com/23212-3-4-in-electrical-metallic-tube-emt-set-screw-connector-product-3241496.html,Monday,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",33009,southeast,2022-11-07,steel,1600.95,7953.85,high price
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),amazon,11.03,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,Monday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-07,steel,1600.95,7953.85,high price
