material_description,vendor,material_price,link,dow,location,zip,region,date,raw_material,steel_price,copper_price,target_price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Saturday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-11-05,copper,1600.95,7953.85,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,614.28,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Saturday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-05,copper,1600.95,7953.85,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,765.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-21,copper,1580.45,7543.0,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Friday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-10-21,copper,1580.45,7543.0,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Friday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-21,copper,1580.45,7543.0,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,765.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-08,copper,1624.27,7973.0,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,634.7,https://www.ebay.com/p/17040228268,Tuesday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-11-08,copper,1624.27,7973.0,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,614.28,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Tuesday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-08,copper,1624.27,7973.0,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,765.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-20,copper,1500.53,7585.5,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Thursday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-10-20,copper,1500.53,7585.5,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Thursday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-20,copper,1500.53,7585.5,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Thursday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-10-27,copper,1549.92,7775.85,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Thursday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-27,copper,1549.92,7775.85,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Friday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-28,copper,1515.46,7619.25,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Friday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-10-28,copper,1515.46,7619.25,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Wednesday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-11-02,copper,1491.44,7702.5,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,709.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-02,copper,1491.44,7702.5,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Wednesday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-02,copper,1491.44,7702.5,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,765.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-09,copper,1583.59,8033.85,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,634.6,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Wednesday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-09,copper,1583.59,8033.85,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,634.7,https://www.ebay.com/p/17040228268,Wednesday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-11-09,copper,1583.59,8033.85,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Friday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-11-04,copper,1637.04,7902.35,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,614.28,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Friday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-11-04,copper,1637.04,7902.35,low price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,homedepot,709.0,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-04,copper,1637.04,7902.35,about average
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,Wednesday,"2025 Hamilton Avenue. San Jose, California, 95125",95125,west,2022-10-26,copper,1569.01,7762.0,high price
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,Wednesday,"410 Terry Ave N. Seattle, WA, 98109",98109,west,2022-10-26,copper,1569.01,7762.0,low price
