material_description,vendor,material_price,link,dow,location,zip,region,date,raw_material,steel_price,copper_price,target_price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-05,steel,1600.95,7953.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-21,steel,1580.45,7543.0,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-08,steel,1624.27,7973.0,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-20,steel,1500.53,7585.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-27,steel,1549.92,7775.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,rona,5.29,https://www.rona.ca/en/product/emt-set-screw-couplings-1-2-5-pk-0320428,Friday,"220 ch du Tremblay Boucherville. QC, J4B 8H7, Canada",other,other,2022-10-28,steel,1515.46,7619.25,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-28,steel,1515.46,7619.25,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-02,steel,1491.44,7702.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,wilmar,2.29,https://www.wilmar.com/Sku/100548441/halex-12-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411262808-26280,Wednesday,"28 Biopolis Road. Singapore, 138568",other,other,2022-11-09,steel,1583.59,8033.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Wednesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-09,steel,1583.59,8033.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-04,steel,1637.04,7902.35,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-31,steel,1527.6,7522.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-25,steel,1549.37,7534.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Sunday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-06,steel,1600.95,7953.85,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Friday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-11,steel,1700.39,8440.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-10,steel,1630.76,8062.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Saturday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-22,steel,1545.64,7540.0,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Thursday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-03,steel,1519.22,7509.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,menards,7.24,https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,Saturday,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",54703,northplaines,2022-11-12,steel,1700.39,8440.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,ebarnett,5.88,https://www.ebarnett.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,Saturday,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",32219,southeast,2022-11-12,steel,1700.39,8440.5,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Tuesday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-01,steel,1566.0,7742.35,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-10-24,steel,1545.64,7540.0,high price
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,homedepot,1.15,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,Monday,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",30339,southeast,2022-11-07,steel,1600.95,7953.85,high price
