material_price,vendor,link,formatted_datetime
5.99,lowes,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,11/18/2022 08:03:36
150.0,supplyworks,https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,11/18/2022 08:03:36
20.0,amazon,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/18/2022 08:03:36
1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/18/2022 08:03:36
183.33,amazon,https://www.amazon.co.uk/SOUTHWIRE-Company-28827455-250-Cable/dp/B000LNOJVW,11/18/2022 08:03:36
111.07,ebay,https://www.ebay.com/itm/363478081520,11/18/2022 08:03:36
110.0,procuru,https://www.procuru.com/14-2-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/18/2022 08:03:36
124.0,socalelectric,https://www.socalelectric.com/products/250-ft-14-2-romex-simpull-solid-nm-b-w-g-wire,11/18/2022 08:03:36
90.0,com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,https://denalibuildingsupply.com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,11/18/2022 08:03:36
167.24,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/18/2022 08:03:36
158.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/18/2022 08:03:36
135.0,procuru,https://www.procuru.com/14-3-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/18/2022 08:03:36
149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/18/2022 08:03:36
149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/18/2022 08:03:36
339.09,qcsupply,https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,11/18/2022 08:03:36
739.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/18/2022 08:03:36
645.2,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/18/2022 08:03:36
634.75,ebay,https://www.ebay.com/p/17040228268,11/18/2022 08:03:36
395.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/18/2022 08:03:36
423.0,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/18/2022 08:03:36
354.99,southwestlumber,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/18/2022 08:03:36
445.81,ebay,https://www.ebay.com/itm/203860011450,11/18/2022 08:03:36
449.0,menards,https://www.menards.com/main/electrical/electrical-wire-cable/thhn-electrical-wire/stranded-thhn-building-wire/20493301/p-1444442918910-c-1525874617505.htm,11/18/2022 08:03:36
149.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/18/2022 08:03:36
159.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/18/2022 08:03:36
165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/18/2022 08:03:36
