material_price,vendor,link,formatted_datetime
8.63,amazon,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/13/2022 11:20:44
1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/13/2022 11:20:44
0.98,elliottelectric,https://www.elliottelectric.com/P/Item/BRI/232/,11/13/2022 11:20:44
116.93,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,11/13/2022 11:20:44
118.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/13/2022 11:20:44
111.07,ebay,https://www.ebay.com/itm/363478081520,11/13/2022 11:20:44
124.0,socalelectric,https://www.socalelectric.com/products/250-ft-14-2-romex-simpull-solid-nm-b-w-g-wire,11/13/2022 11:20:44
84.99,landmsupply,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,11/13/2022 11:20:44
90.0,com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,https://denalibuildingsupply.com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,11/13/2022 11:20:44
110.0,procuru,https://www.procuru.com/14-2-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/13/2022 11:20:44
159.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/13/2022 11:20:44
159.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/13/2022 11:20:44
330.85,ebarnett,https://www.ebarnett.com/Sku/2487708/southwire-250-ft-143-solid-romex-simpull-cu-nm-b-wg-wire-032886163500-63946855,11/13/2022 11:20:44
135.0,procuru,https://www.procuru.com/14-3-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/13/2022 11:20:44
149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/13/2022 11:20:44
149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/13/2022 11:20:44
289.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/13/2022 11:20:45
289.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/13/2022 11:20:45
315.01,ebay,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/13/2022 11:20:45
352.78,dkhardware,https://www.dkhardware.com/southwire-250-ft-12-3-solid-romex-simpull-cu-nm-b-w-g-wire-63947655-product-3154056.html,11/13/2022 11:20:45
765.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/13/2022 11:20:45
634.6,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/13/2022 11:20:45
634.7,ebay,https://www.ebay.com/p/17040228268,11/13/2022 11:20:45
409.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/13/2022 11:20:45
423.0,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/13/2022 11:20:45
354.99,southwestlumber,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/13/2022 11:20:45
445.81,ebay,https://www.ebay.com/itm/203860011450,11/13/2022 11:20:45
156.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/13/2022 11:20:45
155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/13/2022 11:20:45
165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/13/2022 11:20:45
160.44,walmart,https://www.walmart.com/ip/Southwire-500-Ft-10-AWG-Solid-Black-THHN-Electrical-Wire-11595657/39744717,11/13/2022 11:20:45
