material_description,material_price,vendor,location,dow,zip,region,date,raw_material,steel_price,copper_price,target_price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Tuesday,28117,east,2022-10-25,copper,1549.37,7534.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-10-26,copper,1569.01,7762.0,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-10-26,copper,1569.01,7762.0,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-10-27,copper,1549.92,7775.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Thursday,28117,east,2022-10-27,copper,1549.92,7775.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-10-28,copper,1515.46,7619.25,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-10-31,copper,1527.6,7522.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-10-31,copper,1527.6,7522.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-11-01,copper,1566.0,7742.35,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Tuesday,95125,west,2022-11-01,copper,1566.0,7742.35,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-11-02,copper,1491.44,7702.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,162.74,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Wednesday,95125,west,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",Wednesday,72716,south,2022-11-02,copper,1491.44,7702.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-11-03,copper,1519.22,7509.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Thursday,28117,east,2022-11-03,copper,1519.22,7509.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Thursday,95125,west,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",Thursday,72716,south,2022-11-03,copper,1519.22,7509.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-11-04,copper,1637.04,7902.35,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Friday,28117,east,2022-11-04,copper,1637.04,7902.35,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Friday,95125,west,2022-11-04,copper,1637.04,7902.35,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,pinterest,"651 Brannan St. San Francisco, CA, 94107",Friday,94107,west,2022-11-04,copper,1637.04,7902.35,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Saturday,30339,southeast,2022-11-05,copper,1600.95,7953.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Saturday,28117,east,2022-11-05,copper,1600.95,7953.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,pinterest,"651 Brannan St. San Francisco, CA, 94107",Saturday,94107,west,2022-11-05,copper,1600.95,7953.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Sunday,30339,southeast,2022-11-06,copper,1600.95,7953.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Sunday,28117,east,2022-11-06,copper,1600.95,7953.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,144.0,amazon,"410 Terry Ave N. Seattle, WA, 98109",Sunday,98109,west,2022-11-06,copper,1600.95,7953.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Sunday,95125,west,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",Sunday,72716,south,2022-11-06,copper,1600.95,7953.85,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-11-07,copper,1600.95,7953.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Monday,28117,east,2022-11-07,copper,1600.95,7953.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",Monday,72716,south,2022-11-07,copper,1600.95,7953.85,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Tuesday,95125,west,2022-11-08,copper,1624.27,7973.0,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,pinterest,"651 Brannan St. San Francisco, CA, 94107",Tuesday,94107,west,2022-11-08,copper,1624.27,7973.0,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Wednesday,30339,southeast,2022-11-09,copper,1583.59,8033.85,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Wednesday,28117,east,2022-11-09,copper,1583.59,8033.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,143.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",Wednesday,98109,west,2022-11-09,copper,1583.59,8033.85,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Wednesday,95125,west,2022-11-09,copper,1583.59,8033.85,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Thursday,30339,southeast,2022-11-10,copper,1630.76,8062.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,146.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Thursday,28117,east,2022-11-10,copper,1630.76,8062.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,143.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",Thursday,98109,west,2022-11-10,copper,1630.76,8062.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,330.85,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",Thursday,32219,southeast,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Thursday,95125,west,2022-11-10,copper,1630.76,8062.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Friday,30339,southeast,2022-11-11,copper,1700.39,8440.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Friday,28117,east,2022-11-11,copper,1700.39,8440.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,330.85,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",Friday,32219,southeast,2022-11-11,copper,1700.39,8440.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Saturday,30339,southeast,2022-11-12,copper,1700.39,8440.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Saturday,28117,east,2022-11-12,copper,1700.39,8440.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,143.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",Saturday,98109,west,2022-11-12,copper,1700.39,8440.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,330.85,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",Saturday,32219,southeast,2022-11-12,copper,1700.39,8440.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Sunday,30339,southeast,2022-11-13,copper,1700.39,8440.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Sunday,28117,east,2022-11-13,copper,1700.39,8440.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,330.85,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",Sunday,32219,southeast,2022-11-13,copper,1700.39,8440.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,135.0,procuru,"1220 Village Way #A. Santa Ana, CA, 92705",Sunday,92705,west,2022-11-13,copper,1700.39,8440.5,low price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Monday,30339,southeast,2022-11-14,copper,1716.12,8345.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",Monday,95125,west,2022-11-14,copper,1716.12,8345.5,high price
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",Tuesday,30339,southeast,2022-11-15,copper,1729.77,8345.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",Tuesday,28117,east,2022-11-15,copper,1729.77,8345.5,about average
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,135.0,procuru,"1220 Village Way #A. Santa Ana, CA, 92705",Tuesday,92705,west,2022-11-15,copper,1729.77,8345.5,low price
