material_description,vendor,material_price,link,formatted_datetime,dow,vendor_id,location,product_id
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),amazon,5.99,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,11/2/2022,Wednesday,6,"410 Terry Ave N. Seattle, WA, 98109",100400405
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,159,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,10/26/2022,Wednesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,634.6,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/9/2022,Wednesday,6,"410 Terry Ave N. Seattle, WA, 98109",202316275
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,20.62,https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,11/1/2022,Tuesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100137321
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,supplyworks,5.88,https://www.supplyworks.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,11/2/2022,Wednesday,3,"6260 Abbott Dr. Omaha, Nebraska, 68110",100400409
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,10/31/2022,Monday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304645
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,amazon,98.99,https://www.amazon.com/EMT-Conduit-10-ft-Steel/dp/B0078RZC4M,10/26/2022,Wednesday,6,"410 Terry Ave N. Seattle, WA, 98109",100400406
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),homedepot,2.98,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,11/9/2022,Wednesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202241090
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,470.43,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/3/2022,Thursday,6,"410 Terry Ave N. Seattle, WA, 98109",202316276
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,470.43,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/3/2022,Thursday,6,"410 Terry Ave N. Seattle, WA, 98109",202019375
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,289,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/11/2022,Friday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202019377
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),amazon,11.03,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/8/2022,Tuesday,6,"410 Terry Ave N. Seattle, WA, 98109",202077147
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,10/26/2022,Wednesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304645
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,ebarnett,330.85,https://www.ebarnett.com/Sku/2487708/southwire-250-ft-143-solid-romex-simpull-cu-nm-b-wg-wire-032886163500-63946855,11/12/2022,Saturday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",202304649
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,ebay,111.07,https://www.ebay.com/itm/363478081520,11/9/2022,Wednesday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202304774
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,gordonelectricsupply,4.73,https://www.gordonelectricsupply.com/p/Allied-898302-Emt-Conduit-1-2-Emt-Conduit-X-10/1608,10/20/2022,Thursday,2,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",100400409
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),homedepot,2.98,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,11/6/2022,Sunday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202241090
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,ebarnett,10.47,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,10/24/2022,Monday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",100400406
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,ebay,113.98,https://www.ebay.com/itm/363478081520,10/20/2022,Thursday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202304774
500 ft. 10 Gauge Black Stranded Copper THHN Wire,amazon,171.5,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,10/20/2022,Thursday,6,"410 Terry Ave N. Seattle, WA, 98109",NULL
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,11/4/2022,Friday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202077147
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,dkhardware,33.34,https://www.dkhardware.com/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-101568-product-3154073.html,11/1/2022,Tuesday,15,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",100137321
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,11/2/2022,Wednesday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202316275
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,ebay,315.01,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,10/27/2022,Thursday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202019377
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,4.6,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,11/12/2022,Saturday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304649
500 ft. 10 Gauge Black Stranded Copper THHN Wire,amazon,155.99,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,10/30/2022,Sunday,6,"410 Terry Ave N. Seattle, WA, 98109",NULL
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),amazon,5.99,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,11/3/2022,Thursday,6,"410 Terry Ave N. Seattle, WA, 98109",202077145
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,lowes,118,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/7/2022,Monday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304774
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,homedepot,1.6,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,10/26/2022,Wednesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202288508
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (25-Pack),amazon,8.63,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/11/2022,Friday,6,"410 Terry Ave N. Seattle, WA, 98109",NULL
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,lowes,5.99,https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,10/26/2022,Wednesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",100400409
500 ft. 10 Gauge Black Stranded Copper THHN Wire,homedepot,156,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/12/2022,Saturday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",NULL
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,7.22,https://www.homedepot.com/p/1-2-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853428/100400405,11/5/2022,Saturday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100400409
500 ft. 6 Gauge Black Stranded Copper THHN Wire,southwestlumber,344.99,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/5/2022,Saturday,13,"1917 S Avenue B. Yuma, AZ, 85364",202316276
500 ft. 6 Gauge Black Stranded Copper THHN Wire,southwestlumber,344.99,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/5/2022,Saturday,13,"1917 S Avenue B. Yuma, AZ, 85364",202019375
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,lowes,5.99,https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,10/30/2022,Sunday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",100400409
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,10/31/2022,Monday,6,"410 Terry Ave N. Seattle, WA, 98109",202316275
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,11.91,https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,10/28/2022,Friday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100400406
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,159,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,10/25/2022,Tuesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),homedepot,2.98,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,11/10/2022,Thursday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202241090
500 ft. 10 Gauge Black Stranded Copper THHN Wire,amazon,155.99,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/8/2022,Tuesday,6,"410 Terry Ave N. Seattle, WA, 98109",NULL
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,wilmar,17.55,https://www.wilmar.com/Sku/24-87610/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,11/2/2022,Wednesday,19,"28 Biopolis Road. Singapore, 138568",100137321
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,ebay,315.01,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/12/2022,Saturday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202019377
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,wilmar,17.55,https://www.wilmar.com/Sku/24-87610/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,11/6/2022,Sunday,19,"28 Biopolis Road. Singapore, 138568",100137321
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,lowes,5.99,https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,10/28/2022,Friday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",100400409
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,socalelectric,117,https://www.socalelectric.com/products/250-ft-14-2-romex-simpull-solid-nm-b-w-g-wire,10/28/2022,Friday,21,"5512 West Pico Blvd. Los Angeles, CA, 90019",202304774
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,11.91,https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,10/22/2022,Saturday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100400406
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,289,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,10/24/2022,Monday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202019377
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,470.43,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,10/28/2022,Friday,6,"410 Terry Ave N. Seattle, WA, 98109",202316276
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,470.43,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,10/28/2022,Friday,6,"410 Terry Ave N. Seattle, WA, 98109",202019375
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,158,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/5/2022,Saturday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304649
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,lowes,5.99,https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,11/2/2022,Wednesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",100400409
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,11/4/2022,Friday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202316275
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,ebarnett,10.47,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,10/30/2022,Sunday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",100400406
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,ebay,111.99,https://www.ebay.com/itm/363478081520,10/25/2022,Tuesday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202304774
500 ft. 10 Gauge Black Stranded Copper THHN Wire,amazon,155.99,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,10/25/2022,Tuesday,6,"410 Terry Ave N. Seattle, WA, 98109",NULL
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),lowes,5.99,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,10/30/2022,Sunday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202077147
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,158,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/9/2022,Wednesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,11.91,https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,10/20/2022,Thursday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100400406
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,ebarnett,10.47,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,10/28/2022,Friday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",100400406
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,homedepot,20.62,https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,10/31/2022,Monday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",100137321
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,ebarnett,5.88,https://www.ebarnett.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,11/4/2022,Friday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",100400409
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,landmsupply,84.99,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,10/25/2022,Tuesday,8,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",202304774
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),homedepot,2.98,https://www.homedepot.com/p/Halex-3-4-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,10/25/2022,Tuesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202241090
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,158,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/6/2022,Sunday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,menards,7.24,https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,10/28/2022,Friday,5,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",100400409
500 ft. 10 Gauge Black Stranded Copper THHN Wire,homedepot,145,https://www.homedepot.com/p/Cerrowire-500-ft-10-Gauge-Black-Stranded-Copper-THHN-Wire-112-3871J/202304645,10/26/2022,Wednesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",NULL
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,amazon,114,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,10/22/2022,Saturday,6,"410 Terry Ave N. Seattle, WA, 98109",202304774
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,ebay,315.01,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/8/2022,Tuesday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202019377
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,ebarnett,10.47,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,11/6/2022,Sunday,4,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",100400406
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,159,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/7/2022,Monday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,com/p/solid-romex-simpull-cu-nm-b-wire-032886163005,87.99,https://celebrationhardware.com/p/solid-romex-simpull-cu-nm-b-wire-032886163005,10/22/2022,Saturday,23,online,202304774
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,ebay,172.22,https://www.ebay.com/itm/203704802084,11/4/2022,Friday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202304649
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,149,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,10/24/2022,Monday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304645
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,dkhardware,200.02,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,10/24/2022,Monday,15,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",202304645
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),pinterest,2.98,https://www.pinterest.com/pin/230668812499210604/,10/24/2022,Monday,12,"651 Brannan St. San Francisco, CA, 94107",202241090
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),lowes,5.99,https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,11/7/2022,Monday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202241090
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),pinterest,2.98,https://www.pinterest.com/pin/230668812499210604/,10/31/2022,Monday,12,"651 Brannan St. San Francisco, CA, 94107",202241090
500 ft. 4 Gauge Black Stranded Copper THHN Wire,ebay,1047.78,https://www.ebay.com/p/17040228268,10/28/2022,Friday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202316275
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,menards,7.24,https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,11/12/2022,Saturday,5,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",100144234
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,279,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,10/24/2022,Monday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202019377
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,pinterest,159,https://www.pinterest.com/pin/815010863793613287/,11/5/2022,Saturday,12,"651 Brannan St. San Francisco, CA, 94107",202304649
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,lowes,162.74,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/2/2022,Wednesday,1,"1000 Lowe's Blvd. Mooresville, NC, 28117",202304649
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),wilmar,2.1,https://www.wilmar.com/Sku/202077151/halex-12-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232207-23220,11/2/2022,Wednesday,19,"28 Biopolis Road. Singapore, 138568",100400405
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,landmsupply,84.99,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,11/7/2022,Monday,8,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",202304774
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,ebay,111.07,https://www.ebay.com/itm/363478081520,10/29/2022,Saturday,7,"2025 Hamilton Avenue. San Jose, California, 95125",202304774
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),amazon,5.99,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,10/21/2022,Friday,6,"410 Terry Ave N. Seattle, WA, 98109",100400405
500 ft. 4 Gauge Black Stranded Copper THHN Wire,amazon,613.64,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,10/27/2022,Thursday,6,"410 Terry Ave N. Seattle, WA, 98109",202316275
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),superarbor,3.6,https://www.superarbor.io/products/100163157-3-4-in-electrical-metallic-tube-emt-set-screw-connectors-5-pack,10/25/2022,Tuesday,22,online,202241090
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,511.7,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/7/2022,Monday,6,"410 Terry Ave N. Seattle, WA, 98109",202316276
500 ft. 6 Gauge Black Stranded Copper THHN Wire,amazon,511.7,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/7/2022,Monday,6,"410 Terry Ave N. Seattle, WA, 98109",202019375
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,homedepot,158,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/2/2022,Wednesday,0,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",202304649
